5.428883,7.169193,26.949273,122.000000,12.000000,0.334935,300.000000,0.000000,86146240.000000
5.014348,7.462971,20.581733,67.000000,16.000000,2.972444,300.000000,0.000000,39800792.000000
4.907619,3.236019,11.189559,112.000000,25.000000,2.512196,300.000000,0.000000,13980123.000000
2.794803,6.515136,12.975756,90.000000,32.000000,2.535887,300.000000,0.000000,15456003.000000
5.237942,10.049817,15.768349,62.000000,19.000000,2.599084,300.000000,0.000000,34054512.000000
3.525852,5.628357,15.090721,79.000000,17.000000,2.887153,300.000000,0.000000,16786888.000000
3.596710,4.667335,28.020453,128.000000,24.000000,2.036390,300.000000,0.000000,51996060.000000
2.712813,5.817734,25.464075,66.000000,20.000000,1.658733,300.000000,0.000000,27601980.000000
4.117450,7.624059,20.218788,61.000000,30.000000,2.788768,300.000000,0.000000,37749392.000000
3.097893,9.434667,7.721781,129.000000,31.000000,0.578359,300.000000,0.000000,14184765.000000
3.889457,9.021097,25.779716,73.000000,21.000000,2.072683,300.000000,0.000000,56487296.000000
4.178236,6.615088,13.344598,86.000000,38.000000,1.178839,300.000000,0.000000,24647676.000000
3.817430,5.201216,19.186043,95.000000,22.000000,0.512633,300.000000,0.000000,34445872.000000
3.189123,8.744401,13.790634,99.000000,24.000000,2.383263,300.000000,0.000000,21308884.000000
3.688017,11.127428,10.245268,120.000000,15.000000,1.351350,300.000000,0.000000,16655548.000000
2.508513,4.228647,9.453487,104.000000,19.000000,0.419622,300.000000,0.000000,7325578.000000
4.625306,6.876902,29.628442,100.000000,35.000000,1.093121,300.000000,0.000000,85301416.000000
5.494944,9.659304,21.921940,51.000000,36.000000,0.786348,300.000000,0.000000,68384704.000000
2.967532,4.454072,8.029279,125.000000,13.000000,0.066582,300.000000,0.000000,7620422.000000
4.057570,5.059682,27.329135,109.000000,27.000000,0.903815,300.000000,0.000000,61477060.000000
4.339344,5.359197,16.709329,74.000000,33.000000,2.124275,300.000000,0.000000,26727868.000000
4.782143,3.173142,21.803222,84.000000,34.000000,0.446902,300.000000,0.000000,42308576.000000
5.370948,10.740834,29.246500,96.000000,13.000000,0.681949,300.000000,0.000000,102724928.000000
4.296040,11.059484,7.048712,125.000000,12.000000,1.485810,300.000000,0.000000,13238412.000000
2.840724,8.367115,6.914343,87.000000,16.000000,0.277674,300.000000,0.000000,9053142.000000
3.265464,10.716365,25.190279,76.000000,18.000000,2.866319,300.000000,0.000000,47891892.000000
5.064588,3.915198,23.010658,89.000000,26.000000,2.755971,300.000000,0.000000,38393664.000000
3.483534,3.791961,23.333337,55.000000,25.000000,1.858364,300.000000,0.000000,21022354.000000
4.519329,11.326777,8.523871,69.000000,33.000000,2.411522,300.000000,0.000000,17169628.000000
4.850271,11.604012,16.276186,97.000000,20.000000,1.928332,300.000000,0.000000,42168464.000000
5.302363,8.477654,9.165550,111.000000,39.000000,1.421776,300.000000,0.000000,24329068.000000
4.421910,6.403917,14.285862,92.000000,29.000000,2.645629,300.000000,0.000000,26198258.000000
2.996615,9.692732,19.729365,120.000000,28.000000,0.151524,300.000000,0.000000,55095640.000000
4.182770,8.087485,28.901384,103.000000,28.000000,0.211821,300.000000,0.000000,96052224.000000
2.625828,7.706197,17.626438,82.000000,34.000000,0.051668,300.000000,0.000000,36598208.000000
2.609407,9.144492,15.176360,53.000000,36.000000,2.189091,300.000000,0.000000,21791078.000000
3.321690,8.016473,21.022404,59.000000,29.000000,1.043607,300.000000,0.000000,39084196.000000
3.119026,8.864347,17.193014,71.000000,26.000000,1.600286,300.000000,0.000000,27766116.000000
4.777013,10.478975,12.443600,57.000000,31.000000,0.884475,300.000000,0.000000,31838810.000000
4.662067,9.866092,24.483772,52.000000,17.000000,2.311203,300.000000,0.000000,52792024.000000
5.106325,4.953546,23.801048,109.000000,21.000000,1.220863,300.000000,0.000000,54994128.000000
3.842894,11.931970,11.405991,119.000000,23.000000,0.969000,300.000000,0.000000,26828694.000000
4.405931,11.703171,26.544487,104.000000,14.000000,0.635166,300.000000,0.000000,84059000.000000
3.747712,7.052385,18.494026,82.000000,35.000000,2.235729,300.000000,0.000000,32913156.000000
3.351212,4.332325,18.445850,116.000000,15.000000,1.502667,300.000000,0.000000,21850842.000000
4.569386,3.373674,22.670559,70.000000,38.000000,1.725296,300.000000,0.000000,33513460.000000
3.966735,10.243185,11.994532,115.000000,37.000000,1.874567,300.000000,0.000000,27713540.000000
5.178779,5.902197,6.277692,79.000000,11.000000,0.746544,300.000000,0.000000,12124808.000000
3.442562,3.573103,28.193896,107.000000,22.000000,1.301268,300.000000,0.000000,44202576.000000
2.905281,6.103191,10.540247,64.000000,30.000000,1.761554,300.000000,0.000000,11453232.000000
